Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,Σ Progress,Σ Time Spent,Σ Remaining Estimate,Σ Original Estimate,Labels,Acceptance criteria,Deployment Environment,Target end,Time to SLA,Original story points,Sprint,Categorize,Story Points,Team,Overdue Status,Program Increment,Start date,End date,Baseline start date,Baseline end date,Task mode,Task progress,Risk probability,Risk consequence,Planned Start,Development,Rank,Epic Link,GtmhubObjectID,Parent Link,Actor,Flagged,Target start,Team,Account,Iteration,Planned End,Structure Index Monitor,Team Role
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22108,BIDVOMNI-13861 [IB][Tìm kiếm] Lỗi tìm kiếm chức năng nhóm: Phát hành thẻ trực tuyến ( funid: 65/ 21 / 22 /113),Sub-bug,Need To Do,Medium,Unresolved,"Long, Dương Văn (KCN, DVTCDT)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",02/Apr/25 10:47 AM,,02/Apr/25 10:47 AM,,,,Tìm kiếm trong ứng dụng,,0,1,_thumb_202555.png,,,,,,,,"1. Tại Mh Tìm kiếm
- Nhập tìm kiếm: Phát hành thẻ trực tuyến

*Hiện tại:* Không hiển thị k..quả tìm kiếm

*Mong muốn:*
- Hiển thị k.quả tìm kiếm
+ Funid = 65: Phát hành thẻ trực tuyến - Thẻ ghi nợ nội địa
+ Funid = 21: Phát hành thẻ trực tuyến - Thẻ ghi nợ quốc tế
+ Funid = 22: Phát hành thẻ trực tuyến - Thẻ tín dụng quốc tế
+ Funid = 113: Phát hành thẻ trực tuyến - Thẻ trả trước quốc tế
- Nhấn chọn chức năng >> Đ.hướng MH Danh sách chức năng phát hành thẻ",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0q0ag:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22106,BIDVOMNI-13861 [AND][Tìm kiếm] Lỗi tìm kiếm chức năng nhóm: Phát hành thẻ trực tuyến ( funid: 65/ 21 / 22 /113),Sub-bug,Need To Do,Medium,Unresolved,"Khánh, Nguyễn Công (KCN, PTUDDD)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",02/Apr/25 10:35 AM,,02/Apr/25 10:35 AM,,,,Tìm kiếm trong ứng dụng,,0,1,_thumb_202547.png,,,,,,,,"1. Tại Mh Tìm kiếm
- Nhập tìm kiếm: Phát hành thẻ trực tuyến

*Hiện tại:* Không hiển thị k..quả tìm kiếm

*Mong muốn:*
- Hiển thị k.quả tìm kiếm
+ Funid = 65: Phát hành thẻ trực tuyến - Thẻ ghi nợ nội địa
+ Funid = 21: Phát hành thẻ trực tuyến - Thẻ ghi nợ quốc tế
+ Funid = 22: Phát hành thẻ trực tuyến - Thẻ tín dụng quốc tế
+ Funid = 113: Phát hành thẻ trực tuyến - Thẻ trả trước quốc tế
- Nhấn chọn chức năng >> Đ.hướng MH Danh sách chức năng phát hành thẻ",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0q08g:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22100,BIDVOMNI-13861 [IB][Tìm kiếm] Lỗi đ.hướng Funid = 78 Rút tiết kiệm online,Sub-bug,Need To Do,Medium,Unresolved,"Long, Dương Văn (KCN, DVTCDT)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",02/Apr/25 10:08 AM,,02/Apr/25 10:08 AM,,,,Tìm kiếm trong ứng dụng,,0,1,_thumb_202524.png,,,,,,,,"1. Tại MH Tìm kiếm >> tìm kiếm: Rút tiết kiệm online
=> Nhấn chọn chức năng

{*}Hiện tại{*}: Lỗi chưa có action đ.hướng

{*}Mong muốn{*}: Đ.hướng vào: MH khởi tạo rút tiết kiệm Online",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0q048:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22094,BIDVOMNI-13861 [IOS][Tìm kiếm] Lỗi k.quả tìm kiếm funid = 78 (Rút tiết kiệm),Sub-bug,Need To Do,Medium,Unresolved,"Duy, Trần Cao (KCN, PTUDDD)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",02/Apr/25 9:49 AM,,02/Apr/25 9:49 AM,,,,Tìm kiếm trong ứng dụng,,0,1,,,,,,,,,"1. Tại Mh Tìm kiếm
Nhấn tìm kiếm: Rút tiết kiệm

*Hiện tại:* Không hiển thị k.quả chức năng

*Mong muốn:* 
- Hiển thị k.quả chức năng
- Nhấn chọn chức năng >> Đ.hướng MH: Rút tiết kiệm",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0pzxk:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22089,BIDVOMNI-13842 [AND][Gửi tiết kiệm] Lỗi MH khởi tạo giao dịch ( tiến trình 2) khi thực hiên đổi Bpoint,Sub-bug,Need To Do,Medium,Unresolved,"Huy, Nguyễn Quốc (KCN, PTUDDD)",Vũ Thị Tuyết Mai,Vũ Thị Tuyết Mai,01/Apr/25 4:23 PM,,01/Apr/25 5:47 PM,,,,Gửi tiết kiệm,,0,1,_thumb_202458.png,,,,,,"BIDVOMNI-21993, BIDVOMNI-22092",,"# Chức năng Gửi tiết kiệm online 
# Chọn sản phẩm
# Kiểm tra màn hình khởi tạo giao dịch ( tiến trình 2), on Đổi Bpoint

Thực tế:

1. Chưa đúng design:

Điểm chưa được ngăn cách hàng nghìn

chú ý chưa đúng màu design

lãi suất cộng thêm chưa đúng design

2. Lãi dự kiến:

đơn vị tiền sai: đang để VNĐ 

số tiền lãi dự kiến đang không đổi khi thêm Bpoint

Mong muốn:

1, Các thông tin đúng design

2, Để đơn vị tiền tệ là VND, tính toán lại đúng lãi dự kiến theo công thức",,,,,,,"Design, Logic",,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pzeg:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22088,BIDVOMNI-13199 [IOS][Tùy chỉnh yêu thích] Lỗi hiển thị text tên chức năng( case tên chức năng dài),Sub-bug,Need To Do,Medium,Unresolved,"Trưởng, Võ Anh (KCN, PTUDDD)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",01/Apr/25 3:54 PM,,01/Apr/25 3:56 PM,,,,Tùy chỉnh chức năng yêu thích,,0,1,_thumb_202448.png,,,,,,,,"1. Tại MH Tùy chỉnh
2. Check hiển thị với tên chức năng dài

*Hiện tại:* Lỗi không hiển thị hết tên chức năng

{*}Mong muốn{*}: Hiển thị đúng/đủ tên chức năng
- Nộp phí hạ tầng cảng biển",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0pzc8:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22085,BIDVOMNI-13199 [IOS][Tùy chỉnh yêu thích] Lỗi hiển thị chức năng - cụm Mua sắm giải trí,Sub-bug,Need To Do,Medium,Unresolved,"Trưởng, Võ Anh (KCN, PTUDDD)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",01/Apr/25 3:38 PM,,01/Apr/25 3:41 PM,,,,Tùy chỉnh chức năng yêu thích,,0,1,,,,,,,,,"1. Tại Mh Tùy chỉnh
Kiểm tra chức năng khác - Cụm: Mua sắm và Giải trí

*Hiện tại:* Lỗi
- Thiếu chức năng: Khách sạn - Funid = 48
- Sai tên chức năng: Funid = 49 - Vnshop
- Funid 279: không hiển thị logo và tên chức năng

*Mong muốn:* 
- Bổ sung funid: 48 - Khách sạn
- Funid - 49 > sửa tên = Mua sắm vnshop
- Funid - 279 > bổ sung log vào tên chức năng",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,Design,,,,,,,,,Auto bottom up,,,,,,1|i0pza0:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22080,BIDVOMNI-13842 [IB][Rút tiết kiệm][MH: Rút tiết kiệm online]Check hiển thị ngày tại popup thông báo khi rút toàn bộ,Sub-bug,Need To Do,Medium,Unresolved,"Đạo, Dương Trọng (KCN, DVTCDT)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",01/Apr/25 2:49 PM,,01/Apr/25 3:11 PM,,,,Menu tiết kiêm,,0,1,_thumb_202420.png,,,,,,"BIDVOMNI-22076, BIDVOMNI-22082",,"1. Tại màn hình Rút tiết kiệm
2. Chọn Rút Tất Cả
3. Chọn Tài khoản nhận tiền
4. Nhấn button Tiếp tục
KQMM: Hiển thị đúng ngày theo quy tắc xx ngày được tính = Ngày đến hạn - Ngày hiện tại (tính ngày theo cả
Ngày/tháng/Năm)
KQTT: Đag hiển thị lệch 1 ngày",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pz34:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22079,BIDVOMNI-13199 [IOS][Tùy chỉnh yêu thích] Lỗi điều hướng - Case chọn Hủy - popup Chưa lưu thay đổii,Sub-bug,Need To Do,Medium,Unresolved,"Trưởng, Võ Anh (KCN, PTUDDD)","Huệ, Nguyễn Thị Minh (KCN, PTNV)","Huệ, Nguyễn Thị Minh (KCN, PTNV)",01/Apr/25 2:48 PM,,01/Apr/25 2:56 PM,,,,Tùy chỉnh chức năng yêu thích,,0,1,,,,,,,,,"1. Tại Mh Tùy chỉnh yêu thích
2. Thay đổi thông tin tùy chỉnh
> Nhấn icon Back
3. Hiển thị thông báo: Chưa lưu thay đổi
> Nhấn Hủy

*Hiện tại:* tắt thông báo >> đ.hướng đến mh home

{*}Mong muốn{*}: tắt thông báo >> hiển thị Mh tùy chỉnh ( chưa thay đổi thông tin)",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,FUNC,,,,,,,,,Auto bottom up,,,,,,1|i0pz2w:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22076,BIDVOMNI-13842 [IB][Rút tiết kiệm][MH: Rút tiết kiệm online] Check khi Ko được rút 1 phần,Sub-bug,Need To Do,Medium,Unresolved,"Đạo, Dương Trọng (KCN, DVTCDT)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",01/Apr/25 2:22 PM,,01/Apr/25 2:49 PM,,,,Menu tiết kiêm,,0,1,_thumb_202408.png,,,,,,"BIDVOMNI-22071, BIDVOMNI-22080",,"Pre: Sản phẩm tiết kiệm không được rút 1 phần
1. Tại màn hình Rút tiết kiệm online
2. Check hiển thị màn hình
KQMM: Button radio Rút toàn bộ ko bị disable (Để người dùng biết được đang được chọn vào Rút toàn bộ)
KQTT: Button radio Rút toàn bộ đang bị disable",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pywo:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22077,"BIDVOMNI-21112 [MB_IOS][SIT][Tài khoản điểm/Sao kê] Lỗi ""Tổng điểm thu hồi"" và ""Tổng điểm đổi quà trong kỳ này đang trả số liệu là số dương (+)",Sub-bug,Need To Do,Medium,Unresolved,"Tiến, Cao Đăng (KCN, DVTT)","Huyền, Dương Thị Ngọc (KCN, PTNV)","Huyền, Dương Thị Ngọc (KCN, PTNV)",01/Apr/25 2:27 PM,,01/Apr/25 2:41 PM,,,,,,0,1,_thumb_202404.png,,,,,,,,"*Hiện trạng:*

- Mh Chi tiết Sao kê B-point: ""Tổng điểm thu hồi"" và ""Tổng điểm đổi quà trong kỳ này đang trả số liệu là số dương (+)

*Mong muốn:* Tổng điểm thu hồi = - 234,554

2025-04-01 09:54:07,472 INFO [ RequestResponseLoggingFilter] [ 184] [636184582013872] [0963830925] [mid721] - Response: \{""mid"":""721"",""code"":""00"",""requestId"":"""",""showDes"":false,""messages"":[],""data"":{""accumulateMonth"":""2"",""accumulateYear"":""2025"",""cifNo"":""8007491"",""accumulatePeriodFrom"":""02/02/2025 00:00:00"",""accumulatePeriodTo"":""01/03/2025 23:59:59"",""beginPoint"":""1870000"",""totalRedeemPoint"":""100000.0"",""accumulateInsitePoint"":""4955446.0"",""availablePoint"":""6718446.0"",""expirePoint"":""4061892"",""expirePointDate"":""31/03/2025"",""statementGroups"":[{""orderNum"":0,""groupName"":""TÍCH ĐIỂM TRONG KỲ"",""groupNameEn"":""B-Points accumulated in the period"",""statementProducts"":[{""productType"":""Thẻ Cashback Online"",""productTypeEn"":""Online Cashback Card"",""totalPoint"":""3070000.0"",""isHighlight"":""0""},\{""productType"":""BIDV Private Banking_88"",""productTypeEn"":""BIDV Private Banking_88"",""totalPoint"":""1920000.0"",""isHighlight"":""0""},\{""productType"":""Giao dịch thu phí"",""productTypeEn"":""Transaction with fee"",""totalPoint"":""200000.0"",""isHighlight"":""0""},\{""productType"":""Tổng điểm tích lũy trong kỳ"",""productTypeEn"":""Total B-Points accumulated in the period"",""totalPoint"":""5190000.0"",""isHighlight"":""1""}]},\{""orderNum"":1,""groupName"":""THU HỒI TÍCH ĐIỂM TRONG KỲ"",""groupNameEn"":""B-Points regains in the period"",""statementProducts"":[{""productType"":""Thẻ Cashback Online"",""productTypeEn"":""Online Cashback Card"",""totalPoint"":""12000.0"",""isHighlight"":""0""},\{""productType"":""Visa Premier Elite"",""productTypeEn"":""Visa Premier Elite"",""totalPoint"":""222554.0"",""isHighlight"":""0""},\{""productType"":""Tổng điểm thu hồi trong kỳ"",""productTypeEn"":""Total B-Points regained in the period"",""totalPoint"":""234554.0"",""isHighlight"":""1""}]},\{""orderNum"":2,""groupName"":""ĐỔI QUÀ TRONG KỲ"",""groupNameEn"":""Rewards B-Points in the period"",""statementProducts"":[{""productType"":""Nạp tiền điện thoại 1"",""productTypeEn"":""Topup 1"",""totalPoint"":""100000.0""},\{""productType"":""Tổng điểm đổi quà trong kỳ"",""productTypeEn"":""Total Rewards B-Points in the period"",""totalPoint"":""100000.0"",""isHighlight"":""1""}]},\{""orderNum"":3,""groupName"":""HOÀN TIÊU ĐIỂM TRONG KỲ"",""groupNameEn"":""Cashback B-Points in the period"",""statementProducts"":[{""productType"":""Tổng điểm hoàn trong kỳ"",""productTypeEn"":""Total Cashback B-Points in the period"",""totalPoint"":""0"",""isHighlight"":""1""}]}]},""success"":true,""ipServer"":""10.22.18.8:8183"",""des"":""Thành Công""}",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pyy8:,,,,,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22075,BIDVOMNI-21112 [MB_IOS][SIT][Tài khoản điểm/Sao kê] Điều chỉnh thứ tự hiển thị các loại GD trong màn chi tiết,Sub-bug,Need To Do,Medium,Unresolved,"Tiến, Cao Đăng (KCN, DVTT)","Huyền, Dương Thị Ngọc (KCN, PTNV)","Huyền, Dương Thị Ngọc (KCN, PTNV)",01/Apr/25 2:22 PM,,01/Apr/25 2:26 PM,,,,,,0,1,_thumb_202399.png,,,,,,,,"*Hiện trạng:* Login app BIDV > Đổi quà > Tài khoản > Tab sao kê: 

Đang hiển thị mục ""THU HỒI TÍCH ĐIỂM TRONG KỲ"" trước ""ĐỔI QUÀ TRONG KỲ""

*Mong muốn:* phần sao kê B-point trả giúp e groupName"":""ĐỔI QUÀ TRONG KỲ"" trước groupName"":""THU HỒI TÍCH ĐIỂM TRONG KỲ""

 

2025-04-01 09:54:07,472 INFO [ RequestResponseLoggingFilter] [ 184] [636184582013872] [0963830925] [mid721] - Response: {""mid"":""721"",""code"":""00"",""requestId"":"""",""showDes"":false,""messages"":[],""data"":{""accumulateMonth"":""2"",""accumulateYear"":""2025"",""cifNo"":""8007491"",""accumulatePeriodFrom"":""02/02/2025 00:00:00"",""accumulatePeriodTo"":""01/03/2025 23:59:59"",""beginPoint"":""1870000"",""totalRedeemPoint"":""100000.0"",""accumulateInsitePoint"":""4955446.0"",""availablePoint"":""6718446.0"",""expirePoint"":""4061892"",""expirePointDate"":""31/03/2025"",""statementGroups"":[{""orderNum"":0,""groupName"":""TÍCH ĐIỂM TRONG KỲ"",""groupNameEn"":""B-Points accumulated in the period"",""statementProducts"":[

{""productType"":""Thẻ Cashback Online"",""productTypeEn"":""Online Cashback Card"",""totalPoint"":""3070000.0"",""isHighlight"":""0""}

,\{""productType"":""BIDV Private Banking_88"",""productTypeEn"":""BIDV Private Banking_88"",""totalPoint"":""1920000.0"",""isHighlight"":""0""},\{""productType"":""Giao dịch thu phí"",""productTypeEn"":""Transaction with fee"",""totalPoint"":""200000.0"",""isHighlight"":""0""},\{""productType"":""Tổng điểm tích lũy trong kỳ"",""productTypeEn"":""Total B-Points accumulated in the period"",""totalPoint"":""5190000.0"",""isHighlight"":""1""}]},{""orderNum"":1,""groupName"":""THU HỒI TÍCH ĐIỂM TRONG KỲ"",""groupNameEn"":""B-Points regains in the period"",""statementProducts"":[

{""productType"":""Thẻ Cashback Online"",""productTypeEn"":""Online Cashback Card"",""totalPoint"":""12000.0"",""isHighlight"":""0""}

,\{""productType"":""Visa Premier Elite"",""productTypeEn"":""Visa Premier Elite"",""totalPoint"":""222554.0"",""isHighlight"":""0""},\{""productType"":""Tổng điểm thu hồi trong kỳ"",""productTypeEn"":""Total B-Points regained in the period"",""totalPoint"":""234554.0"",""isHighlight"":""1""}]},{""orderNum"":2,""groupName"":""ĐỔI QUÀ TRONG KỲ"",""groupNameEn"":""Rewards B-Points in the period"",""statementProducts"":[

{""productType"":""Nạp tiền điện thoại 1"",""productTypeEn"":""Topup 1"",""totalPoint"":""100000.0""}

,\{""productType"":""Tổng điểm đổi quà trong kỳ"",""productTypeEn"":""Total Rewards B-Points in the period"",""totalPoint"":""100000.0"",""isHighlight"":""1""}]},{""orderNum"":3,""groupName"":""HOÀN TIÊU ĐIỂM TRONG KỲ"",""groupNameEn"":""Cashback B-Points in the period"",""statementProducts"":[

{""productType"":""Tổng điểm hoàn trong kỳ"",""productTypeEn"":""Total Cashback B-Points in the period"",""totalPoint"":""0"",""isHighlight"":""1""}

]}]},""success"":true,""ipServer"":""10.22.18.8:8183"",""des"":""Thành Công""}",,,,,,,,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pywg:,,,,,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22071,BIDVOMNI-13842 [IB][Rút tiết kiệm][MH: Rút tiết kiệm online] Check Rule Tài khoản nhận,Sub-bug,Need To Do,Medium,Unresolved,"Đạo, Dương Trọng (KCN, DVTCDT)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",01/Apr/25 1:21 PM,,01/Apr/25 2:22 PM,,,,Menu tiết kiêm,,0,1,,,,,,,"BIDVOMNI-22058, BIDVOMNI-22073, BIDVOMNI-22076",,"1. Tai màn hình Rút tiết kiệm Online
2. Click vào Tài khoản nhận
KQMM: khi click vào combobox Tài khoản nhận mới show thông báo check rule
KQTT: Đang show thông báo check rule khi từ màn chi tiết TK nhấn rút tiết kiệm",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pync:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22073,BIDVOMNI-13842 [IOS][Rút tiết kiệm][MH: Rút tiết kiệm online] Check Rule Tài khoản nhận,Sub-bug,Need To Do,Medium,Unresolved,"Duy, Trần Cao (KCN, PTUDDD)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",01/Apr/25 2:09 PM,,01/Apr/25 2:09 PM,,,,Menu tiết kiêm,,0,1,,,,,,,BIDVOMNI-22071,,"1. Tai màn hình Rút tiết kiệm Online
2. Click vào Tài khoản nhận
KQMM: khi click vào combobox Tài khoản nhận mới show thông báo check rule
KQTT: Đang show thông báo check rule khi từ màn chi tiết TK nhấn rút tiết kiệm",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pyrs:,,,,IOS,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22067,BIDVOMNI-13842 [AND][Gửi tiết kiệm] Lỗi hiển thị toggle Đổi B-point,Sub-bug,Need To Do,Medium,Unresolved,"Huy, Nguyễn Quốc (KCN, PTUDDD)",Vũ Thị Tuyết Mai,Vũ Thị Tuyết Mai,01/Apr/25 11:38 AM,,01/Apr/25 1:35 PM,,,,Gửi tiết kiệm,,0,1,_thumb_202384.png _thumb_202385.png _thumb_202391.png,,,,,,"BIDVOMNI-22024, BIDVOMNI-22070",,"# Thực hiện gửi TK online
# Kiểm tra màn hình Khởi tạo giao dịch ( tiến trình 2)

Thực tế:

Sản phẩm trả lãi định kỳ vẫn hiển thị Toggle đổi B piont ( hình ảnh đính kèm)

Sản phẩm trả lãi cuối kỳ khi *BPOINT_INTEREST_RATE = OFF* cũng hiển thị Toggle đổi B piont, nhấn on báo lỗi quà không hợp lệ

Mong muốn: 

Toggle Đổi B- point chỉ hiển thị với sản phẩm trả lãi cuối kỳ khi *BPOINT_INTEREST_RATE = ON*",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pylk:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22058,BIDVOMNI-13842 [IB][Rút tiết kiệm][MH: Rút tiết kiệm online] Chec trường Kỳ hạn trả lãi/Phương thức thanh toán lãi,Sub-bug,Need To Do,Medium,Unresolved,"Đạo, Dương Trọng (KCN, DVTCDT)","Hải, Vũ Thị (KCN, PTNV)","Hải, Vũ Thị (KCN, PTNV)",01/Apr/25 10:18 AM,,01/Apr/25 1:21 PM,,,,Menu tiết kiêm,,0,1,_thumb_202347.png,,,,,,"BIDVOMNI-22055, BIDVOMNI-22071",,"1. Tại màn hình Rút tiết kiệm Online
2. Check hiển thị Tại Thông tin tiết kiệm online
KQMM không hiển thị trường Kỳ hạn trả lãi/Phương thức thanh toán lãi
KQTT: Đang hiển thị 2 trường Kỳ hạn trả lãi/Phương thức thanh toán lãi",,,,,,,Design,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0py7s:,,,,Web Frontend,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22024,BIDVOMNI-13842 [AND][Gửi tiết kiệm] Lỗi MH Xác nhận giao dịch,Sub-bug,Need To Do,Medium,Unresolved,"Huy, Nguyễn Quốc (KCN, PTUDDD)",Vũ Thị Tuyết Mai,Vũ Thị Tuyết Mai,31/Mar/25 5:28 PM,,01/Apr/25 11:38 AM,,,,Gửi tiết kiệm,,0,1,_thumb_202217.png,,,,,,"BIDVOMNI-22067, BIDVOMNI-21975",,"# Thực hiện gửi TK online
# Kiểm tra màn hình xác nhận giao dịch

Thực tế:

1. Thừa icon Home

2. Số tiền gửi chưa bold màu như design

3. Lãi suất chưa bold màu như design

4. Lãi dự kiến chưa bold màu như design

5. Chỉ được rút tại quầy: chọn ON vẫn hiển thị Không

6. Mã cán bộ giới thiệu: không nhập ở màn hình trước vẫn hiển thị trường này

7. Sai tên sản phẩm tiết kiệm

Mong muốn:

1. Bỏ icon Home

2, 3,4. Bold màu như design

5. Chỉ được rút tại quầy: chọn ON hiển thị Có, Chọn OFF hiển thị Không

6. Mã cán bộ giới thiệu: không hiển thị nếu không nhập ở màn hình trước

7. Tên sản phẩm tiết kiệm lấy tại mid 159 mà khách hàng lựa chọn",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pxgg:,,,,Android,,,None,None,None,,,None
BIDVOMNI_Dự án OMNI Banking cho BIDV,BIDVOMNI-22017,BIDVOMNI-14041 [AND] Thanh toán hóa đơn,Sub-bug,Need To Do,Medium,Unresolved,"Khánh, Nguyễn Công (KCN, PTUDDD)","Linh, Đinh Thị Thảo (KCN, PTNV)","Linh, Đinh Thị Thảo (KCN, PTNV)",31/Mar/25 4:03 PM,,01/Apr/25 10:58 AM,,,,Thanh toán hóa đơn,,0,1,_thumb_202214.png,,,,,,"BIDVOMNI-22011, BIDVOMNI-22061",,"Step:
# Tại màn hình thanh toán hóa đơn
# Chọn Nạp tiền chứng khoán > 1D007 ( Nhiều kỳ cước - ẩn kỳ cước)
# Nhấn tiếp tục 
# Kiểm tra hiển thị màn hình xác nhận

*KQTT:* 
* Hiển thị sai thông tin tên kỳ cước
* giao diện chưa đúng design
* Thừa trường số tiền
* Số tiền thanh toán vẫn hiển thị

*KQMM:* 
* Hiển thị tên kỳ cước theo: Tên kỳ cước (bills.period)
* thu hẹp khoảng cách giữa các cụm thông tin
* Bỏ trường số tiền khi ẩn cước
* Số tiền thanh toán hiển thị là "" Toàn bộ cước"" trong TH cấu hình ẩn cước",,,,,,,Logic,,,,,,Giao diện mới_Tháng 2.2025,,,,,,,,,,Auto bottom up,,,,,,1|i0pwzs:,,,,Android,,,None,None,None,,,None
